,CustomerID,LoanPayoffPeriodInMonths,YrsatEmp,RequestedAmount,InterestRate,YearsInCurrentResidence,Age,NumberOfDependantsIncludingSelf,CurrentOpenLoanApplications,LoanReason_busin,LoanReason_goods,LoanReason_other,LoanReason_repairs,LoanReason_school,Co-App_guarant,Co-App_none,RentOwn_owned,RentOwn_rent,Emp_self,Emp_skilled,Emp_unskill,Checking_high,Checking_none,Checking_some,Savings_medium,Savings_none,Savings_some,Savings_v.high,Debts_paid,Results
432,628,12,7,652,4,4,24,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
433,629,48,0,5381,3,4,40,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1
434,633,12,1,2579,4,1,33,2,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0
435,634,9,4,3577,1,2,26,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1
436,635,12,1,625,4,1,26,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1
437,636,48,7,8487,1,2,24,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1
438,641,36,4,2671,4,4,50,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
439,644,9,4,1391,2,1,27,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1
440,645,48,7,3060,4,4,28,1,2,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0
441,646,18,4,2779,1,3,21,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1
442,647,21,4,1647,4,2,40,2,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
443,648,24,1,2039,1,1,22,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0
444,649,12,4,1344,4,2,43,2,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1
445,650,5,7,3448,1,4,74,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1
446,651,24,7,2957,4,4,63,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1
447,652,12,7,2390,4,3,50,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1
448,653,12,7,691,4,3,35,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
449,654,12,4,3077,2,4,52,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1
450,655,15,4,1459,4,2,43,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1
451,657,24,7,1258,4,1,25,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1
452,658,39,4,2569,4,4,24,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1
453,659,18,4,5302,2,4,36,1,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
454,660,12,4,1155,3,3,40,1,2,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1
455,661,36,7,3535,4,4,37,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1
456,662,20,7,4272,1,4,24,1,2,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1
457,663,12,4,1289,4,1,21,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1
458,664,12,4,1893,4,4,29,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1
459,667,9,4,458,4,3,24,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1
460,668,12,4,1092,4,4,49,1,2,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1
461,670,10,4,2848,1,2,32,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1
462,671,24,4,4351,1,4,48,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1
463,672,24,4,3777,4,4,50,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1
464,673,6,4,1382,1,1,28,1,2,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1
465,675,18,1,1943,4,4,23,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0
466,676,6,4,3676,1,3,37,2,3,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1
467,677,12,4,1107,2,2,20,2,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1
468,678,26,1,7966,2,3,30,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1
469,680,6,1,448,4,4,23,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0
470,681,24,1,1377,4,2,47,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1
471,682,30,1,1908,4,4,66,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0
472,685,27,0,5293,2,4,50,1,2,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0
473,686,12,0,4843,3,4,43,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
474,687,24,4,2996,2,4,20,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0
475,688,18,0,433,3,4,22,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
476,690,15,4,1433,4,3,25,1,2,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1
477,691,10,1,2241,1,3,48,2,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1
478,693,18,1,1533,4,1,43,2,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
479,696,28,1,2743,4,2,29,1,2,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1
480,697,11,0,1154,4,4,57,1,3,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1
481,699,54,1,15945,3,4,58,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0
482,703,24,1,3123,4,1,27,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0
483,705,39,7,11760,2,3,32,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1
484,706,12,7,709,4,4,57,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0
485,707,18,4,1800,4,2,24,1,2,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1
486,709,45,4,11816,2,4,29,1,2,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0
487,710,18,1,1216,4,3,23,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0
488,711,9,1,1366,3,4,22,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0
489,715,12,1,5801,2,4,49,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1
490,717,30,1,2522,1,3,39,2,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1
491,718,24,1,1533,4,3,38,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1
492,719,48,7,10222,4,3,37,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1
493,720,36,4,3079,4,4,36,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1
494,721,12,4,1503,4,4,41,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1
495,722,36,4,6614,4,4,34,1,2,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1
496,723,9,4,276,4,4,22,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1
497,725,6,4,362,4,4,52,1,2,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1
498,727,36,1,9572,1,1,28,1,2,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
499,729,15,4,4623,3,2,40,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0
500,730,12,4,1223,1,1,46,1,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0
501,733,12,4,2122,3,2,39,2,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1
502,735,24,7,1851,4,2,33,1,2,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
503,736,18,4,2169,4,2,28,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
504,737,15,4,1386,4,2,40,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1
505,738,24,4,1927,3,2,33,1,2,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1
506,740,9,4,1501,2,3,34,1,2,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0
507,741,36,4,9566,2,2,31,1,2,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1
508,742,15,4,1308,4,4,38,1,2,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1
509,743,6,4,1221,1,2,27,1,2,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1
510,744,18,1,1940,3,4,36,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
511,746,27,1,8318,2,4,42,1,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
512,748,36,7,2145,2,1,24,1,2,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
513,749,21,4,2923,1,1,28,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1
514,750,6,1,4716,1,3,44,2,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
